AverageTime,CurrentTime,Description,Distance,EndPoint,Name,StartPoint,TimeUpdated,TravelTimeID,timestamp
14,18,Downtown Seattle to Issaquah using HOV lanes,14.98,"{'Description': 'I-90 @ Front St in Issaquah', 'Direction': 'E', 'Latitude': 47.541799, 'Longitude': -122.037396, 'MilePost': 16.96, 'RoadName': '090'}",Seattle-Issaquah HOV,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.13, 'RoadName': '005'}",/Date(1738215900000-0800)/,72,2025-01-29 21:47:52.451024
15,15,Issaquah to Downtown Seattle,15.56,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Issaquah-Seattle,"{'Description': 'I-90 @ Front St in Issaquah', 'Direction': 'W', 'Latitude': 47.541799, 'Longitude': -122.037396, 'MilePost': 16.96, 'RoadName': '090'}",/Date(1738215900000-0800)/,73,2025-01-29 21:47:52.451024
15,18,Downtown Seattle to Issaquah,15.68,"{'Description': 'I-90 @ Front St in Issaquah', 'Direction': 'E', 'Latitude': 47.541799, 'Longitude': -122.037396, 'MilePost': 16.96, 'RoadName': '090'}",Seattle-Issaquah,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,74,2025-01-29 21:47:52.451024
14,14,Redmond to Downtown Seattle using HOV lanes,14.81,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Redmond-Seattle HOV,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'W', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.65, 'RoadName': '520'}",/Date(1738215900000-0800)/,77,2025-01-29 21:47:52.451024
14,14,Downtown Seattle to Redmond using HOV lanes,14.56,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'E', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.66, 'RoadName': '520'}",Seattle-Redmond HOV,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,78,2025-01-29 21:47:52.451024
14,14,Redmond to Downtown Seattle,14.81,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Redmond-Seattle,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'W', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.65, 'RoadName': '520'}",/Date(1738215900000-0800)/,79,2025-01-29 21:47:52.451024
32,32,Downtown Seattle to Redmond,14.56,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'E', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.66, 'RoadName': '520'}",Seattle-Redmond,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,80,2025-01-29 21:47:52.451024
18,18,Redmond to Downtown Seattle using HOV lanes via I-90,18.34,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Redmond-Seattle via 90 HOV,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'W', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.65, 'RoadName': '520'}",/Date(1738215900000-0800)/,81,2025-01-29 21:47:52.451024
18,21,Downtown Seattle to Redmond via I-90 using HOV lanes,17.36,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'E', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.66, 'RoadName': '520'}",Seattle-Redmond via 90 HOV,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.13, 'RoadName': '005'}",/Date(1738215900000-0800)/,82,2025-01-29 21:47:52.451024
18,18,Redmond to Downtown Seattle via I-90,18.05,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Redmond-Seattle via 90,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'W', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.65, 'RoadName': '520'}",/Date(1738215900000-0800)/,83,2025-01-29 21:47:52.451024
17,21,Downtown Seattle to Redmond via I-90,17.36,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'E', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.66, 'RoadName': '520'}",Seattle-Redmond via 90,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.13, 'RoadName': '005'}",/Date(1738215900000-0800)/,84,2025-01-29 21:47:52.451024
11,11,Downtown Bellevue to Downtown Seattle using SR 520,10.53,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Bellevue-Seattle via 520,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.6, 'RoadName': '405'}",/Date(1738215900000-0800)/,89,2025-01-29 21:47:52.451024
10,10,Downtown Bellevue to Downtown Seattle via SR 520 using HOV lane,9.75,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 166.61, 'RoadName': '005'}",Bellevue-Seattle via 520 HOV,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.6, 'RoadName': '405'}",/Date(1738215900000-0800)/,90,2025-01-29 21:47:52.451024
10,10,Downtown Seattle to Downtown Bellevue via SR 520 using HOV lane,10.46,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",Seattle-Bellevue via 520 HOV,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,91,2025-01-29 21:47:52.451024
10,10,Downtown Seattle to Downtown Bellevue via SR 520,10.31,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",Seattle-Bellevue via 520,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,92,2025-01-29 21:47:52.451024
11,11,Downtown Bellevue to Downtown Seattle using I-90,10.56,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Bellevue-Seattle via 90,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",/Date(1738215900000-0800)/,93,2025-01-29 21:47:52.451024
11,11,Downtown Bellevue to Downtown Seattle via I-90 using HOV lanes,10.57,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Bellevue-Seattle via 90 HOV,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",/Date(1738215900000-0800)/,94,2025-01-29 21:47:52.451024
11,14,Downtown Seattle to Downtown Bellevue via I-90 using HOV lanes,10.45,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.61361, 'Longitude': -122.18797, 'MilePost': 13.6, 'RoadName': '405'}",Seattle-Bellevue via 90 HOV,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.13, 'RoadName': '005'}",/Date(1738215900000-0800)/,95,2025-01-29 21:47:52.451024
10,14,Downtown Seattle to Downtown Bellevue via I-90,10.45,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.61361, 'Longitude': -122.18797, 'MilePost': 13.6, 'RoadName': '405'}",Seattle-Bellevue via 90,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.13, 'RoadName': '005'}",/Date(1738215900000-0800)/,96,2025-01-29 21:47:52.451024
7,7,Downtown Bellevue to Redmond,6.91,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'E', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.66, 'RoadName': '520'}",Bellevue-Redmond,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.6, 'RoadName': '405'}",/Date(1738215900000-0800)/,99,2025-01-29 21:47:52.451024
7,7,Downtown Bellevue to Redmond using HOV lanes,6.91,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'E', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.66, 'RoadName': '520'}",Bellevue-Redmond HOV,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.6, 'RoadName': '405'}",/Date(1738215900000-0800)/,100,2025-01-29 21:47:52.451024
7,7,Redmond to Downtown Bellevue using HOV lanes,7.49,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",Redmond-Bellevue HOV,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'W', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.65, 'RoadName': '520'}",/Date(1738215900000-0800)/,101,2025-01-29 21:47:52.451024
7,7,Redmond to Downtown Bellevue,7.49,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",Redmond-Bellevue,"{'Description': 'SR 520 @ Redmond Way in Redmond', 'Direction': 'W', 'Latitude': 47.668087, 'Longitude': -122.110145, 'MilePost': 12.65, 'RoadName': '520'}",/Date(1738215900000-0800)/,102,2025-01-29 21:47:52.451024
7,7,Marvin Rd./SR510 in Lacey To 14th Ave. in Olympia,6.62,"{'Description': 'I-5 @ 14th Ave in Olympia', 'Direction': 'S', 'Latitude': 47.032492, 'Longitude': -122.891484, 'MilePost': 105.38, 'RoadName': 'I-5'}","SB I-5, Lacey (SR510) to Olympia","{'Description': 'I-5 @ Marvin Rd I/C in Lacey', 'Direction': 'S', 'Latitude': 47.063148, 'Longitude': -122.762735, 'MilePost': 112.0, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,116,2025-01-29 21:47:52.451024
6,6,JBLM Main Gate to Lakewood at SR512,6.25,"{'Description': 'I-5 @ SR512 in Lakewood', 'Direction': 'N', 'Latitude': 47.162742, 'Longitude': -122.480759, 'MilePost': 127.35, 'RoadName': 'I-5'}","NB I-5, JBLM Main Gate to Lakewood (SR512)","{'Description': 'I-5 @ JBLM Main Gate NB', 'Direction': 'N', 'Latitude': 47.10409, 'Longitude': -122.588362, 'MilePost': 121.1, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,120,2025-01-29 21:47:52.451024
6,6,SR512 in Lakewood To JBLM Main Gate,6.25,"{'Description': 'I-5 @ JLBM Main Gate', 'Direction': 'S', 'Latitude': 47.10409, 'Longitude': -122.588362, 'MilePost': 121.1, 'RoadName': 'I-5'}","SB I-5, Lakewood (SR512) to JBLM Main Gate","{'Description': 'I-5 @ SR512 in Lakewood SB', 'Direction': 'S', 'Latitude': 47.162742, 'Longitude': -122.480759, 'MilePost': 127.35, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,121,2025-01-29 21:47:52.451024
7,7,SR512 in Lakewood To Tacoma Dome in Tacoma,6.62,"{'Description': 'I-5 @ Tacoma Dome in Tacoma', 'Direction': 'N', 'Latitude': 47.234492, 'Longitude': -122.427958, 'MilePost': 133.97, 'RoadName': 'I-5'}","NB I-5,Lakewood at SR512 To Tacoma","{'Description': 'I-5 @ SR512 in Lakewood NB', 'Direction': 'N', 'Latitude': 47.162742, 'Longitude': -122.480759, 'MilePost': 127.35, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,122,2025-01-29 21:47:52.451024
6,7,Tacoma Dome in Tacoma To SR512 in Lakewood,7.18,"{'Description': 'I-5 @ SR512 in Lakewood', 'Direction': 'S', 'Latitude': 47.162742, 'Longitude': -122.480759, 'MilePost': 127.35, 'RoadName': 'I-5'}","SB I-5,Tacoma To Lakewood at SR512","{'Description': 'I-5 @ M St. in Tacoma SB', 'Direction': 'S', 'Latitude': 47.22995, 'Longitude': -122.44204, 'MilePost': 133.41, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,123,2025-01-29 21:47:52.451024
5,5,M St. in Tacoma To NB I-5 @ Pierce King County Line,5.44,"{'Description': 'I-5 @ Pierce King County Line', 'Direction': 'N', 'Latitude': 47.255624, 'Longitude': -122.33113, 'MilePost': 139.41, 'RoadName': 'I-5'}","NB I-5,Tacoma To Pierce King County Line","{'Description': 'I-5 @ Tacoma Dome in Tacoma', 'Direction': 'N', 'Latitude': 47.234492, 'Longitude': -122.427958, 'MilePost': 133.97, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,125,2025-01-29 21:47:52.451024
29,29,14th Ave in Olympia to Tacoma Dome in Tacoma,28.59,"{'Description': 'I-5 @ Tacoma Dome in Tacoma', 'Direction': 'N', 'Latitude': 47.234492, 'Longitude': -122.427958, 'MilePost': 133.97, 'RoadName': 'I-5'}","NB I-5, Olympia To Tacoma","{'Description': 'I-5 @ 14th Ave in Olympia', 'Direction': 'N', 'Latitude': 47.064447, 'Longitude': -122.759508, 'MilePost': 105.38, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,126,2025-01-29 21:47:52.451024
0,0,Downtown Seattle to Everett using express lanes and HOV lanes,26.94,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'N', 'Latitude': 47.92428, 'Longitude': -122.26548, 'MilePost': 192.77, 'RoadName': '005'}",Seattle-Everett EL HOV,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,131,2025-01-29 21:47:52.451024
0,0,Downtown Seattle to Everett using express lanes,26.94,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'N', 'Latitude': 47.92428, 'Longitude': -122.26548, 'MilePost': 192.77, 'RoadName': '005'}",Seattle-Everett EL,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,132,2025-01-29 21:47:52.451024
25,25,Everett to Downtown Seattle,26.72,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Everett-Seattle,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'S', 'Latitude': 47.964146, 'Longitude': -122.199237, 'MilePost': 192.55, 'RoadName': '005'}",/Date(1738215900000-0800)/,1,2025-01-29 21:47:52.451024
14,14,Lynnwood to Downtown Seattle using HOV lanes,15.23,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Lynnwood-Seattle HOV,"{'Description': 'I-5 @ 196th St SW in Lynnwood', 'Direction': 'S', 'Latitude': 47.820954, 'Longitude': -122.279633, 'MilePost': 181.06, 'RoadName': '005'}",/Date(1738215900000-0800)/,275,2025-01-29 21:47:52.451024
10,10,Downtown Bellevue to Renton,11.12,"{'Description': 'I-405 @ SR 167 in Renton', 'Direction': 'S', 'Latitude': 47.467434, 'Longitude': -122.219631, 'MilePost': 2.21, 'RoadName': '405'}",Bellevue-Renton,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",/Date(1738215900000-0800)/,45,2025-01-29 21:47:52.451024
10,10,Downtown Bellevue to Renton using HOV lanes,11.12,"{'Description': 'I-405 @ SR 167 in Renton', 'Direction': 'S', 'Latitude': 47.467434, 'Longitude': -122.219631, 'MilePost': 2.21, 'RoadName': '405'}",Bellevue-Renton HOV,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'S', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.33, 'RoadName': '405'}",/Date(1738215900000-0800)/,46,2025-01-29 21:47:52.451024
10,11,Renton to Downtown Bellevue using HOV lanes,10.92,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.61361, 'Longitude': -122.18797, 'MilePost': 13.6, 'RoadName': '405'}",Renton-Bellevue HOV,"{'Description': 'I-405 @ SR 167 in Renton', 'Direction': 'N', 'Latitude': 47.458, 'Longitude': -122.217, 'MilePost': 2.68, 'RoadName': '405'}",/Date(1738215900000-0800)/,278,2025-01-29 21:47:52.451024
10,10,Renton to Downtown Bellevue,10.92,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.61361, 'Longitude': -122.18797, 'MilePost': 13.6, 'RoadName': '405'}",Renton-Bellevue,"{'Description': 'I-405 @ SR 167 in Renton', 'Direction': 'N', 'Latitude': 47.458, 'Longitude': -122.217, 'MilePost': 2.68, 'RoadName': '405'}",/Date(1738215900000-0800)/,279,2025-01-29 21:47:52.451024
9,9,Downtown Bellevue to SR 522 in Bothell,9.41,"{'Description': 'I-405 @ SR 522 in Bothell', 'Direction': 'N', 'Latitude': 47.751518, 'Longitude': -122.187178, 'MilePost': 23.01, 'RoadName': '405'}",Bellevue-SR 522,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.6138, 'Longitude': -122.18892, 'MilePost': 13.6, 'RoadName': '405'}",/Date(1738215900000-0800)/,55,2025-01-29 21:47:52.451024
12,12,SR 531 in Arlington to 41st St in Everett,13.32,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'S', 'Latitude': 47.92428, 'Longitude': -122.26548, 'MilePost': 192.55, 'RoadName': '005'}",Arlington-Everett,"{'Description': 'I-5 @ EB 172nd St in Arlington', 'Direction': 'S', 'Latitude': 48.152323, 'Longitude': -122.188847, 'MilePost': 205.87, 'RoadName': '005'}",/Date(1738215900000-0800)/,266,2025-01-29 21:47:52.451024
12,12,41st St in Everett to SR 531 in Arlington,13.1,"{'Description': 'I-5 @ EB 172nd St in Arlington', 'Direction': 'N', 'Latitude': 48.152212, 'Longitude': -122.188847, 'MilePost': 205.87, 'RoadName': '005'}",Everett-Arlington,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'N', 'Latitude': 47.964146, 'Longitude': -122.199237, 'MilePost': 192.77, 'RoadName': '005'}",/Date(1738215900000-0800)/,267,2025-01-29 21:47:52.451024
7,7,41st St in Everett to 88th St NE in Marysville,7.89,"{'Description': 'I-5 @ 88th St NE-SB in Marysville', 'Direction': 'N', 'Latitude': 48.075728, 'Longitude': -122.184877, 'MilePost': 200.66, 'RoadName': '005'}",Everett-Marysville,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'N', 'Latitude': 47.964146, 'Longitude': -122.199237, 'MilePost': 192.77, 'RoadName': '005'}",/Date(1738215900000-0800)/,268,2025-01-29 21:47:52.451024
7,7,88th St NE in Marysville to 41st St in Everett,8.11,"{'Description': 'I-5 @ 41st St in Everett', 'Direction': 'S', 'Latitude': 47.92428, 'Longitude': -122.26548, 'MilePost': 192.55, 'RoadName': '005'}",Marysville-Everett,"{'Description': 'I-5 @ 88th St NE-SB in Marysville', 'Direction': 'S', 'Latitude': 48.075728, 'Longitude': -122.184877, 'MilePost': 200.66, 'RoadName': '005'}",/Date(1738215900000-0800)/,269,2025-01-29 21:47:52.451024
0,0,SR 522 WB at SR 522 @ SR 202 in Woodinville (MP 11) to I-5 SB a,23.87,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Woodinville-Seattle via 522 and 5 EL,"{'Description': 'SR 522 @ SR 202 in Woodinville', 'Direction': 'W', 'Latitude': 47.75818, 'Longitude': -122.16402, 'MilePost': 10.56, 'RoadName': '522'}",/Date(1738215900000-0800)/,287,2025-01-29 21:47:52.451024
23,23,SR 522 WB at SR 522 @ SR 202 in Woodinville (MP 11) to I-5 SB a,15.32,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",Woodinville-Seattle via 522,"{'Description': 'SR 522 @ SR 202 in Woodinville', 'Direction': 'W', 'Latitude': 47.75818, 'Longitude': -122.16402, 'MilePost': 10.56, 'RoadName': '522'}",/Date(1738215900000-0800)/,288,2025-01-29 21:47:52.451024
13,13,Tukwila to Downtown Bellevue,13.49,"{'Description': 'I-405 @ NE 8th St in Bellevue', 'Direction': 'N', 'Latitude': 47.61361, 'Longitude': -122.18797, 'MilePost': 13.6, 'RoadName': '405'}",Tukwila-Bellevue,"{'Description': 'I-405 @ I-5 in Tukwila', 'Direction': 'N', 'Latitude': 47.4648, 'Longitude': -122.2657, 'MilePost': 0.11, 'RoadName': '405'}",/Date(1738215900000-0800)/,291,2025-01-29 21:47:52.451024
4,4,Region boundary to Federal Way,4.29,"{'Description': 'I-5 @ So. 320th St in Federal Way', 'Direction': 'N', 'Latitude': 47.315446, 'Longitude': -122.296702, 'MilePost': 143.98, 'RoadName': '005'}",King County Line to Federal Way,"{'Description': 'I-5 @ King County Line MP 139.38', 'Direction': 'N', 'Latitude': 47.334789, 'Longitude': -122.293778, 'MilePost': 139.69, 'RoadName': '005'}",/Date(1738215900000-0800)/,293,2025-01-29 21:47:52.451024
20,23,Downtown Seattle to Woodinville,20.56,"{'Description': 'SR 522 @ SR 202 in Woodinville', 'Direction': 'N', 'Latitude': 47.75818, 'Longitude': -122.16402, 'MilePost': 23.01, 'RoadName': '405'}",Seattle-Woodinville via 90,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'S', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,294,2025-01-29 21:47:52.451024
17,17,Downtown Seattle to Woodinville,17.2,"{'Description': 'SR 522 @ SR 202 in Woodinville', 'Direction': 'N', 'Latitude': 47.75818, 'Longitude': -122.16402, 'MilePost': 23.01, 'RoadName': '405'}",Seattle-Woodinville via 520,"{'Description': 'I-5 @ University St in Seattle', 'Direction': 'N', 'Latitude': 47.609294, 'Longitude': -122.331759, 'MilePost': 165.83, 'RoadName': '005'}",/Date(1738215900000-0800)/,295,2025-01-29 21:47:52.451024
10,10,Tacoma Dome in Tacoma To NB I-5 @ So. 320th St in Federal Way,10.01,"{'Description': 'I-5 @ So. 320th St in Federal Way', 'Direction': 'N', 'Latitude': 47.315446, 'Longitude': -122.296702, 'MilePost': 143.98, 'RoadName': '005'}","NB I-5,Tacoma To Federal Way","{'Description': 'I-5 @ Tacoma Dome in Tacoma', 'Direction': 'N', 'Latitude': 47.234492, 'Longitude': -122.427958, 'MilePost': 133.97, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,303,2025-01-29 21:47:52.451024
7,7,Olympia to Marvin Rd SR510 in Lacey,6.62,"{'Description': 'I-5 @ Marvin Rd I/C in Lacey', 'Direction': 'N', 'Latitude': 47.063333, 'Longitude': -122.765327, 'MilePost': 112.0, 'RoadName': 'I-5'}",NB I-5 Olympia to Lacey (SR510),"{'Description': 'I-5 @ 14th Ave in Olympia', 'Direction': 'N', 'Latitude': 47.032492, 'Longitude': -122.891484, 'MilePost': 105.38, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,310,2025-01-29 21:47:52.451024
9,9,JBLM Main Gate to Marvin Rd SR510 in Lacey,9.1,"{'Description': 'I-5 @ Marvin Rd SR510 in Lacey', 'Direction': 'S', 'Latitude': 47.063333, 'Longitude': -122.765327, 'MilePost': 112.0, 'RoadName': 'I-5'}",SB I-5 JBLM Main Gate to Lacey (SR510) SB,"{'Description': 'I-5 @ JBLM Main Gate', 'Direction': 'S', 'Latitude': 47.10409, 'Longitude': -122.588362, 'MilePost': 121.1, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,311,2025-01-29 21:47:52.451024
8,9,Marvin Rd/SR510 in Lacey To JBLM Main Gate,9.1,"{'Description': 'I-5 @ JBLM Main Gate', 'Direction': 'N', 'Latitude': 47.10409, 'Longitude': -122.588362, 'MilePost': 121.1, 'RoadName': 'I-5'}",NB I-5 Lacey (SR510) to JBLM Main Gate,"{'Description': 'I-5 @ Marvin Rd IC in Lacey', 'Direction': 'N', 'Latitude': 47.063333, 'Longitude': -122.765327, 'MilePost': 112.0, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,312,2025-01-29 21:47:52.451024
29,29,Tacoma Dome in Tacoma To 14th Ave in Olympia,29.15,"{'Description': 'I-5 @ 14th Ave in Olympia', 'Direction': 'S', 'Latitude': 47.064447, 'Longitude': -122.759508, 'MilePost': 105.38, 'RoadName': 'I-5'}",SB I-5 Tacoma To Olympia,"{'Description': 'I-5 @ Tacoma Dome in Tacoma', 'Direction': 'S', 'Latitude': 47.234492, 'Longitude': -122.427958, 'MilePost': 133.41, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,313,2025-01-29 21:47:52.451024
5,4,Pierce King County Line to Tacoma Dome,4.27,"{'Description': 'I-5 @ Tacoma Dome in Tacoma', 'Direction': 'S', 'Latitude': 47.234492, 'Longitude': -122.427958, 'MilePost': 135.14, 'RoadName': 'I-5'}",SB I-5 Pierce King County Line To Tacoma,"{'Description': 'I-5 @ Pierce King County Line', 'Direction': 'S', 'Latitude': 47.255624, 'Longitude': -122.33113, 'MilePost': 139.41, 'RoadName': 'I-5'}",/Date(1738215900000-0800)/,314,2025-01-29 21:47:52.451024
